instrumenttype	position	symbol	pitch	octave	stroke	duration	rest_after	modifier	midinote	rootnote	sample	note_value
KANTILAN	KANTILAN_SANGSIH	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[28]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[28]	GK KANTILAN ROOT		0.5
UGAL	UGAL	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[28]	GK UGAL ROOT		0.25
UGAL	UGAL	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[28]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[67]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[67]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[36]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[36]	GK GENDER ROOT		0.5
REYONG	REYONG_2	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[31]	GK REYONG ROOT		0.25
REYONG	REYONG_2	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[31]	GK REYONG ROOT		0.5
REYONG	REYONG_3	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[31]	GK REYONG ROOT		0.25
REYONG	REYONG_3	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[31]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	u=	DUNG	1	OPEN	0.25	0.0	NONE	[4]	GK JEGOGAN ROOT	GK JEGOGAN DUNG1.wav	0.25
JEGOGAN	JEGOGAN	u_	DUNG	1	OPEN	0.5	0.0	NONE	[4]	GK JEGOGAN ROOT	GK JEGOGAN DUNG1.wav	0.5
CALUNG	CALUNG	u=	DUNG	1	OPEN	0.25	0.0	NONE	[4]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	u_	DUNG	1	OPEN	0.5	0.0	NONE	[4]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	u=	DUNG	1	OPEN	0.25	0.0	NONE	[26]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	u_	DUNG	1	OPEN	0.5	0.0	NONE	[26]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	u=	DUNG	1	OPEN	0.25	0.0	NONE	[8]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	u_	DUNG	1	OPEN	0.5	0.0	NONE	[8]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	u=	DUNG	1	OPEN	0.25	0.0	NONE	[8]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	u_	DUNG	1	OPEN	0.5	0.0	NONE	[8]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	u=	DUNG	1	OPEN	0.25	0.0	NONE	[8]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	u_	DUNG	1	OPEN	0.5	0.0	NONE	[8]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	u=	DUNG	1	OPEN	0.25	0.0	NONE	[8]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	u_	DUNG	1	OPEN	0.5	0.0	NONE	[8]	GK KANTILAN ROOT		0.5
UGAL	UGAL	u=	DUNG	1	OPEN	0.25	0.0	NONE	[8]	GK UGAL ROOT		0.25
UGAL	UGAL	u_	DUNG	1	OPEN	0.5	0.0	NONE	[8]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	u=	DUNG	1	OPEN	0.25	0.0	NONE	[45]	GK TROMPONG ROOT	GK TROMPONG DUNG2.wav	0.25
TROMPONG	TROMPONG	u_	DUNG	1	OPEN	0.5	0.0	NONE	[45]	GK TROMPONG ROOT	GK TROMPONG DUNG2.wav	0.5
GENDERRAMBAT	GENDERRAMBAT	u=	DUNG	1	OPEN	0.25	0.0	NONE	[8]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u_	DUNG	1	OPEN	0.5	0.0	NONE	[8]	GK GENDER ROOT		0.5
REYONG	REYONG_2	u=	DUNG	1	OPEN	0.25	0.0	NONE	[7]	GK REYONG ROOT		0.25
REYONG	REYONG_2	u_	DUNG	1	OPEN	0.5	0.0	NONE	[7]	GK REYONG ROOT		0.5
REYONG	REYONG_3	u=	DUNG	1	OPEN	0.25	0.0	NONE	[7]	GK REYONG ROOT		0.25
REYONG	REYONG_3	u_	DUNG	1	OPEN	0.5	0.0	NONE	[7]	GK REYONG ROOT		0.5
TROMPONG	TROMPONG	u</=	DUNG	2	ABBREVIATED	0.25	0.0	NONE	[61]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	u</_	DUNG	2	ABBREVIATED	0.5	0.0	NONE	[61]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u</=	DUNG	2	ABBREVIATED	0.25	0.0	NONE	[27]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u</_	DUNG	2	ABBREVIATED	0.5	0.0	NONE	[27]	GK GENDER ROOT		0.5
REYONG	REYONG_4	u</=	DUNG	2	ABBREVIATED	0.25	0.0	NONE	[24]	GK REYONG ROOT		0.25
REYONG	REYONG_4	u</_	DUNG	2	ABBREVIATED	0.5	0.0	NONE	[24]	GK REYONG ROOT		0.5
TROMPONG	TROMPONG	u<?=	DUNG	2	MUTED	0.25	0.0	NONE	[72]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	u<?_	DUNG	2	MUTED	0.5	0.0	NONE	[72]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u<?=	DUNG	2	MUTED	0.25	0.0	NONE	[41]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u<?_	DUNG	2	MUTED	0.5	0.0	NONE	[41]	GK GENDER ROOT		0.5
REYONG	REYONG_4	u<?=	DUNG	2	MUTED	0.25	0.0	NONE	[36]	GK REYONG ROOT		0.25
REYONG	REYONG_4	u<?_	DUNG	2	MUTED	0.5	0.0	NONE	[36]	GK REYONG ROOT		0.5
TROMPONG	TROMPONG	u<=	DUNG	2	OPEN	0.25	0.0	NONE	[50]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	u<_	DUNG	2	OPEN	0.5	0.0	NONE	[50]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u<=	DUNG	2	OPEN	0.25	0.0	NONE	[13]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u<_	DUNG	2	OPEN	0.5	0.0	NONE	[13]	GK GENDER ROOT		0.5
REYONG	REYONG_4	u<=	DUNG	2	OPEN	0.25	0.0	NONE	[12]	GK REYONG ROOT		0.25
REYONG	REYONG_4	u<_	DUNG	2	OPEN	0.5	0.0	NONE	[12]	GK REYONG ROOT		0.5
GONGS	GONGS	G=	GIR	None	OPEN	0.25	0.0	NONE	[2]	GK GIR	GK Gong.wav	0.25
GONGS	GONGS	G_	GIR	None	OPEN	0.5	0.0	NONE	[2]	GK GIR	GK Gong.wav	0.5
KENDANG	KENDANG	8?=	KA	None	MUTED	0.25	0.0	NONE	[1]	GK KENDANG KA	GK Kendang KA wadon.wav	0.25
KENDANG	KENDANG	8?_	KA	None	MUTED	0.5	0.0	NONE	[1]	GK KENDANG KA	GK Kendang KA wadon.wav	0.5
KENDANG	KENDANG	8=	KA	None	OPEN	0.25	0.0	NONE	[1]	GK KENDANG KA	GK Kendang KA wadon.wav	0.25
KENDANG	KENDANG	8_	KA	None	OPEN	0.5	0.0	NONE	[1]	GK KENDANG KA	GK Kendang KA wadon.wav	0.5
KENDANG	KENDANG	)?=	KUNG	None	MUTED	0.25	0.0	NONE	[6]	GK KENDANG KUNG	GK Kendang KUNG lanang.wav	0.25
KENDANG	KENDANG	)?_	KUNG	None	MUTED	0.5	0.0	NONE	[6]	GK KENDANG KUNG	GK Kendang KUNG lanang.wav	0.5
KENDANG	KENDANG	)=	KUNG	None	OPEN	0.25	0.0	NONE	[6]	GK KENDANG KUNG	GK Kendang KUNG lanang.wav	0.25
KENDANG	KENDANG	)_	KUNG	None	OPEN	0.5	0.0	NONE	[6]	GK KENDANG KUNG	GK Kendang KUNG lanang.wav	0.5
KENDANG	KENDANG	*?=	PAK	None	MUTED	0.25	0.0	NONE	[2]	GK KENDANG PAK	GK Kendang PAK lanang.wav	0.25
KENDANG	KENDANG	*?_	PAK	None	MUTED	0.5	0.0	NONE	[2]	GK KENDANG PAK	GK Kendang PAK lanang.wav	0.5
KENDANG	KENDANG	*=	PAK	None	OPEN	0.25	0.0	NONE	[2]	GK KENDANG PAK	GK Kendang PAK lanang.wav	0.25
KENDANG	KENDANG	*_	PAK	None	OPEN	0.5	0.0	NONE	[2]	GK KENDANG PAK	GK Kendang PAK lanang.wav	0.5
GONGS	GONGS	P=	PUR	None	OPEN	0.25	0.0	NONE	[3]	GK PUR	GK Kempur.wav	0.25
GONGS	GONGS	P_	PUR	None	OPEN	0.5	0.0	NONE	[3]	GK PUR	GK Kempur.wav	0.5
KEMPLI	KEMPLI	x/=	STRIKE	None	ABBREVIATED	0.25	0.0	NONE	[127]			0.25
KEMPLI	KEMPLI	x/_	STRIKE	None	ABBREVIATED	0.5	0.0	NONE	[127]			0.5
CENGCENG	CENGCENG	x/=	STRIKE	None	ABBREVIATED	0.25	0.0	NONE	[127]			0.25
CENGCENG	CENGCENG	x/_	STRIKE	None	ABBREVIATED	0.5	0.0	NONE	[127]			0.5
REYONG	REYONG_1	x/=	STRIKE	None	ABBREVIATED	0.25	0.0	NONE	[37]	GK REYONG TICK 1P		0.25
REYONG	REYONG_1	x/_	STRIKE	None	ABBREVIATED	0.5	0.0	NONE	[37]	GK REYONG TICK 1P		0.5
REYONG	REYONG_2	x/=	STRIKE	None	ABBREVIATED	0.25	0.0	NONE	[38]	GK REYONG TICK 1P		0.25
REYONG	REYONG_2	x/_	STRIKE	None	ABBREVIATED	0.5	0.0	NONE	[38]	GK REYONG TICK 1P		0.5
REYONG	REYONG_3	x/=	STRIKE	None	ABBREVIATED	0.25	0.0	NONE	[39]	GK REYONG TICK 1P		0.25
REYONG	REYONG_3	x/_	STRIKE	None	ABBREVIATED	0.5	0.0	NONE	[39]	GK REYONG TICK 1P		0.5
REYONG	REYONG_4	x/=	STRIKE	None	ABBREVIATED	0.25	0.0	NONE	[40]	GK REYONG TICK 1P		0.25
REYONG	REYONG_4	x/_	STRIKE	None	ABBREVIATED	0.5	0.0	NONE	[40]	GK REYONG TICK 1P		0.5
KEMPLI	KEMPLI	x?=	STRIKE	None	MUTED	0.25	0.0	NONE	[1]	GK KEMPLI	GK Kempli.wav	0.25
KEMPLI	KEMPLI	x?_	STRIKE	None	MUTED	0.5	0.0	NONE	[1]	GK KEMPLI	GK Kempli.wav	0.5
CENGCENG	CENGCENG	x?=	STRIKE	None	MUTED	0.25	0.0	NONE	[127]			0.25
CENGCENG	CENGCENG	x?_	STRIKE	None	MUTED	0.5	0.0	NONE	[127]			0.5
REYONG	REYONG_1	x?=	STRIKE	None	MUTED	0.25	0.0	NONE	[37]	GK REYONG TICK 1P		0.25
REYONG	REYONG_1	x?_	STRIKE	None	MUTED	0.5	0.0	NONE	[37]	GK REYONG TICK 1P		0.5
REYONG	REYONG_2	x?=	STRIKE	None	MUTED	0.25	0.0	NONE	[38]	GK REYONG TICK 1P		0.25
REYONG	REYONG_2	x?_	STRIKE	None	MUTED	0.5	0.0	NONE	[38]	GK REYONG TICK 1P		0.5
REYONG	REYONG_3	x?=	STRIKE	None	MUTED	0.25	0.0	NONE	[39]	GK REYONG TICK 1P		0.25
REYONG	REYONG_3	x?_	STRIKE	None	MUTED	0.5	0.0	NONE	[39]	GK REYONG TICK 1P		0.5
REYONG	REYONG_4	x?=	STRIKE	None	MUTED	0.25	0.0	NONE	[40]	GK REYONG TICK 1P		0.25
REYONG	REYONG_4	x?_	STRIKE	None	MUTED	0.5	0.0	NONE	[40]	GK REYONG TICK 1P		0.5
KEMPLI	KEMPLI	x=	STRIKE	None	OPEN	0.25	0.0	NONE	[127]			0.25
KEMPLI	KEMPLI	x_	STRIKE	None	OPEN	0.5	0.0	NONE	[127]			0.5
CENGCENG	CENGCENG	x=	STRIKE	None	OPEN	0.25	0.0	NONE	[127]			0.25
CENGCENG	CENGCENG	x_	STRIKE	None	OPEN	0.5	0.0	NONE	[127]			0.5
REYONG	REYONG_1	x=	STRIKE	None	OPEN	0.25	0.0	NONE	[37]	GK REYONG TICK 1P	GK Reyong TICK_1_PANGGUL.wav	0.25
REYONG	REYONG_1	x_	STRIKE	None	OPEN	0.5	0.0	NONE	[37]	GK REYONG TICK 1P	GK Reyong TICK_1_PANGGUL.wav	0.5
REYONG	REYONG_2	x=	STRIKE	None	OPEN	0.25	0.0	NONE	[38]	GK REYONG TICK 1P		0.25
REYONG	REYONG_2	x_	STRIKE	None	OPEN	0.5	0.0	NONE	[38]	GK REYONG TICK 1P		0.5
REYONG	REYONG_3	x=	STRIKE	None	OPEN	0.25	0.0	NONE	[39]	GK REYONG TICK 1P		0.25
REYONG	REYONG_3	x_	STRIKE	None	OPEN	0.5	0.0	NONE	[39]	GK REYONG TICK 1P		0.5
REYONG	REYONG_4	x=	STRIKE	None	OPEN	0.25	0.0	NONE	[40]	GK REYONG TICK 1P		0.25
REYONG	REYONG_4	x_	STRIKE	None	OPEN	0.5	0.0	NONE	[40]	GK REYONG TICK 1P		0.5
GONGS	GONGS	T=	TONG	None	OPEN	0.25	0.0	NONE	[4]	GK TONG	GK Kemong.wav	0.25
GONGS	GONGS	T_	TONG	None	OPEN	0.5	0.0	NONE	[4]	GK TONG	GK Kemong.wav	0.5
KENDANG	KENDANG	(?=	TUT	None	MUTED	0.25	0.0	NONE	[4]	GK KENDANG TUT	GK Kendang TUT lanang.wav	0.25
KENDANG	KENDANG	(?_	TUT	None	MUTED	0.5	0.0	NONE	[4]	GK KENDANG TUT	GK Kendang TUT lanang.wav	0.5
KENDANG	KENDANG	(=	TUT	None	OPEN	0.25	0.0	NONE	[4]	GK KENDANG TUT	GK Kendang TUT lanang.wav	0.25
KENDANG	KENDANG	(_	TUT	None	OPEN	0.5	0.0	NONE	[4]	GK KENDANG TUT	GK Kendang TUT lanang.wav	0.5
JEGOGAN	JEGOGAN	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
JEGOGAN	JEGOGAN	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
REYONG	REYONG_1	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
REYONG	REYONG_1	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
KANTILAN	KANTILAN_SANGSIH	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
KANTILAN	KANTILAN_SANGSIH	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
PEMADE	PEMADE_POLOS	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
PEMADE	PEMADE_POLOS	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
REYONG	REYONG_4	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
REYONG	REYONG_4	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
TROMPONG	TROMPONG	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
TROMPONG	TROMPONG	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
GENDERRAMBAT	GENDERRAMBAT	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
GENDERRAMBAT	GENDERRAMBAT	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
PEMADE	PEMADE_SANGSIH	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
PEMADE	PEMADE_SANGSIH	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
KANTILAN	KANTILAN_POLOS	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
KANTILAN	KANTILAN_POLOS	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
GONGS	GONGS	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
GONGS	GONGS	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
KEMPLI	KEMPLI	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
KEMPLI	KEMPLI	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
REYONG	REYONG_2	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
REYONG	REYONG_2	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
CENGCENG	CENGCENG	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
CENGCENG	CENGCENG	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
PENYACAH	PENYACAH	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
PENYACAH	PENYACAH	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
UGAL	UGAL	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
UGAL	UGAL	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
CALUNG	CALUNG	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
CALUNG	CALUNG	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
KENDANG	KENDANG	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
KENDANG	KENDANG	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
REYONG	REYONG_3	-=	NONE	None	EXTENSION	0.25	0.0	EXTENSION	[127]			0.25
REYONG	REYONG_3	-_	NONE	None	EXTENSION	0.5	0.0	EXTENSION	[127]			0.5
JEGOGAN	JEGOGAN	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
JEGOGAN	JEGOGAN	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
REYONG	REYONG_1	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
REYONG	REYONG_1	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
KANTILAN	KANTILAN_SANGSIH	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
KANTILAN	KANTILAN_SANGSIH	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
PEMADE	PEMADE_POLOS	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
PEMADE	PEMADE_POLOS	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
REYONG	REYONG_4	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
REYONG	REYONG_4	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
TROMPONG	TROMPONG	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
TROMPONG	TROMPONG	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
GENDERRAMBAT	GENDERRAMBAT	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
GENDERRAMBAT	GENDERRAMBAT	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
PEMADE	PEMADE_SANGSIH	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
PEMADE	PEMADE_SANGSIH	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
KANTILAN	KANTILAN_POLOS	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
KANTILAN	KANTILAN_POLOS	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
GONGS	GONGS	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
GONGS	GONGS	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
KEMPLI	KEMPLI	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
KEMPLI	KEMPLI	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
REYONG	REYONG_2	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
REYONG	REYONG_2	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
CENGCENG	CENGCENG	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
CENGCENG	CENGCENG	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
PENYACAH	PENYACAH	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
PENYACAH	PENYACAH	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
UGAL	UGAL	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
UGAL	UGAL	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
CALUNG	CALUNG	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
CALUNG	CALUNG	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
KENDANG	KENDANG	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
KENDANG	KENDANG	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
REYONG	REYONG_3	.=	NONE	None	SILENCE	0.0	0.25	SILENCE	[127]			0.25
REYONG	REYONG_3	._	NONE	None	SILENCE	0.0	0.5	SILENCE	[127]			0.5
REYONG	REYONG_1	b;	BYONG	None	TREMOLO	1.0	0.0	NONE	[1, 3]	GK REYONG ROOT		1.0
REYONG	REYONG_1	b:	BYONG	None	TREMOLO_ACCELERATING	1.0	0.0	NONE	[1, 3]	GK REYONG ROOT		1.0
REYONG	REYONG_4	b;	BYONG	None	TREMOLO	1.0	0.0	NONE	[10, 12]	GK REYONG ROOT		1.0
REYONG	REYONG_4	b:	BYONG	None	TREMOLO_ACCELERATING	1.0	0.0	NONE	[10, 12]	GK REYONG ROOT		1.0
REYONG	REYONG_2	b;	BYONG	None	TREMOLO	1.0	0.0	NONE	[4, 6]	GK REYONG ROOT		1.0
REYONG	REYONG_2	b:	BYONG	None	TREMOLO_ACCELERATING	1.0	0.0	NONE	[4, 6]	GK REYONG ROOT		1.0
REYONG	REYONG_3	b;	BYONG	None	TREMOLO	1.0	0.0	NONE	[7, 9]	GK REYONG ROOT		1.0
REYONG	REYONG_3	b:	BYONG	None	TREMOLO_ACCELERATING	1.0	0.0	NONE	[7, 9]	GK REYONG ROOT		1.0
KENDANG	KENDANG	0;	CUNG	None	TREMOLO	1.0	0.0	NONE	[5]	GK KENDANG CUNG	GK Kendang CUNG wadon.wav	1.0
KENDANG	KENDANG	0:	CUNG	None	TREMOLO_ACCELERATING	1.0	0.0	NONE	[5]	GK KENDANG CUNG	GK Kendang CUNG wadon.wav	1.0
PENYACAH	PENYACAH	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[22]	GK PENYACAH ROOT		1.0
PENYACAH	PENYACAH	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[22]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[4]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_POLOS	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[4]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[4]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[4]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[4]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_POLOS	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[4]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[4]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[4]	GK KANTILAN ROOT		1.0
UGAL	UGAL	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[4]	GK UGAL ROOT		1.0
UGAL	UGAL	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[4]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[41]	GK TROMPONG ROOT		1.0
TROMPONG	TROMPONG	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[41]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[4]	GK GENDER ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[4]	GK GENDER ROOT		1.0
REYONG	REYONG_1	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[3]	GK REYONG ROOT		1.0
REYONG	REYONG_1	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[3]	GK REYONG ROOT		1.0
REYONG	REYONG_2	a,;	DANG	0	TREMOLO	1.0	0.0	NONE	[3]	GK REYONG ROOT		1.0
REYONG	REYONG_2	a,:	DANG	0	TREMOLO_ACCELERATING	1.0	0.0	NONE	[3]	GK REYONG ROOT		1.0
JEGOGAN	JEGOGAN	a;	DANG	1	TREMOLO	1.0	0.0	NONE	[5]	GK JEGOGAN ROOT		1.0
JEGOGAN	JEGOGAN	a:	DANG	1	TREMOLO_ACCELERATING	1.0	0.0	NONE	[5]	GK JEGOGAN ROOT		1.0
CALUNG	CALUNG	a;	DANG	1	TREMOLO	1.0	0.0	NONE	[5]	GK CALUNG ROOT		1.0
CALUNG	CALUNG	a:	DANG	1	TREMOLO_ACCELERATING	1.0	0.0	NONE	[5]	GK CALUNG ROOT		1.0
PENYACAH	PENYACAH	a;	DANG	1	TREMOLO	1.0	0.0	NONE	[27]	GK PENYACAH ROOT		1.0
PENYACAH	PENYACAH	a:	DANG	1	TREMOLO_ACCELERATING	1.0	0.0	NONE	[27]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	a;	DANG	1	TREMOLO	1.0	0.0	NONE	[9]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_POLOS	a:	DANG	1	TREMOLO_ACCELERATING	1.0	0.0	NONE	[9]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	a;	DANG	1	TREMOLO	1.0	0.0	NONE	[9]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	a:	DANG	1	TREMOLO_ACCELERATING	1.0	0.0	NONE	[9]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	a;	DANG	1	TREMOLO	1.0	0.0	NONE	[9]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_POLOS	a:	DANG	1	TREMOLO_ACCELERATING	1.0	0.0	NONE	[9]	GK KANTILAN ROOT		1.0
