instrumenttype	position	symbol	pitch	octave	stroke	duration	rest_after	modifier	midinote	rootnote	sample	note_value
PEMADE	PEMADE_POLOS	i	DING	1	OPEN	1.0	0.0	NONE	[5]	GK PEMADE ROOT	GK PEMADE DING3.wav	1.0
PEMADE	PEMADE_SANGSIH	i	DING	1	OPEN	1.0	0.0	NONE	[5]	GK PEMADE ROOT	GK PEMADE DING3.wav	1.0
KANTILAN	KANTILAN_POLOS	i	DING	1	OPEN	1.0	0.0	NONE	[5]	GK KANTILAN ROOT	GK KANTILAN DING4.wav	1.0
KANTILAN	KANTILAN_SANGSIH	i	DING	1	OPEN	1.0	0.0	NONE	[5]	GK KANTILAN ROOT	GK KANTILAN DING4.wav	1.0
UGAL	UGAL	i	DING	1	OPEN	1.0	0.0	NONE	[5]	GK UGAL ROOT	GK UGAL DING2.wav	1.0
TROMPONG	TROMPONG	i	DING	1	OPEN	1.0	0.0	NONE	[42]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	i	DING	1	OPEN	1.0	0.0	NONE	[5]	GK GENDER ROOT		1.0
REYONG	REYONG_1	i	DING	1	OPEN	1.0	0.0	NONE	[4]	GK REYONG ROOT		1.0
REYONG	REYONG_2	i	DING	1	OPEN	1.0	0.0	NONE	[4]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[20]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[20]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[20]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[20]	GK KANTILAN ROOT		1.0
UGAL	UGAL	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[20]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[58]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[24]	GK GENDER ROOT		1.0
REYONG	REYONG_3	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[21]	GK REYONG ROOT		1.0
REYONG	REYONG_4	i</	DING	2	ABBREVIATED	1.0	0.0	NONE	[21]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK KANTILAN ROOT		1.0
UGAL	UGAL	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[47]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK GENDER ROOT		1.0
REYONG	REYONG_3	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[9]	GK REYONG ROOT		1.0
REYONG	REYONG_4	i<	DING	2	GRACE_NOTE	1.0	0.0	NONE	[9]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	i<?	DING	2	MUTED	1.0	0.0	NONE	[30]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	i<?	DING	2	MUTED	1.0	0.0	NONE	[30]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	i<?	DING	2	MUTED	1.0	0.0	NONE	[30]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	i<?	DING	2	MUTED	1.0	0.0	NONE	[30]	GK KANTILAN ROOT		1.0
UGAL	UGAL	i<?	DING	2	MUTED	1.0	0.0	NONE	[30]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	i<?	DING	2	MUTED	1.0	0.0	NONE	[69]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	i<?	DING	2	MUTED	1.0	0.0	NONE	[38]	GK GENDER ROOT		1.0
REYONG	REYONG_3	i<?	DING	2	MUTED	1.0	0.0	NONE	[33]	GK REYONG ROOT		1.0
REYONG	REYONG_4	i<?	DING	2	MUTED	1.0	0.0	NONE	[33]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	i<	DING	2	OPEN	1.0	0.0	NONE	[10]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	i<	DING	2	OPEN	1.0	0.0	NONE	[10]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	i<	DING	2	OPEN	1.0	0.0	NONE	[10]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	i<	DING	2	OPEN	1.0	0.0	NONE	[10]	GK KANTILAN ROOT		1.0
UGAL	UGAL	i<	DING	2	OPEN	1.0	0.0	NONE	[10]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	i<	DING	2	OPEN	1.0	0.0	NONE	[47]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	i<	DING	2	OPEN	1.0	0.0	NONE	[10]	GK GENDER ROOT	GK GENDER DING3.wav	1.0
REYONG	REYONG_3	i<	DING	2	OPEN	1.0	0.0	NONE	[9]	GK REYONG ROOT		1.0
REYONG	REYONG_4	i<	DING	2	OPEN	1.0	0.0	NONE	[9]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	o,/	DONG	0	ABBREVIATED	1.0	0.0	NONE	[11]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	o,/	DONG	0	ABBREVIATED	1.0	0.0	NONE	[11]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	o,/	DONG	0	ABBREVIATED	1.0	0.0	NONE	[11]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	o,/	DONG	0	ABBREVIATED	1.0	0.0	NONE	[11]	GK KANTILAN ROOT		1.0
UGAL	UGAL	o,/	DONG	0	ABBREVIATED	1.0	0.0	NONE	[11]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o,/	DONG	0	ABBREVIATED	1.0	0.0	NONE	[15]	GK GENDER ROOT		1.0
PEMADE	PEMADE_POLOS	o,	DONG	0	GRACE_NOTE	1.0	0.0	NONE	[1]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	o,	DONG	0	GRACE_NOTE	1.0	0.0	NONE	[1]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	o,	DONG	0	GRACE_NOTE	1.0	0.0	NONE	[1]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	o,	DONG	0	GRACE_NOTE	1.0	0.0	NONE	[1]	GK KANTILAN ROOT		1.0
UGAL	UGAL	o,	DONG	0	GRACE_NOTE	1.0	0.0	NONE	[1]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o,	DONG	0	GRACE_NOTE	1.0	0.0	NONE	[1]	GK GENDER ROOT		1.0
PEMADE	PEMADE_POLOS	o,?	DONG	0	MUTED	1.0	0.0	NONE	[21]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	o,?	DONG	0	MUTED	1.0	0.0	NONE	[21]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	o,?	DONG	0	MUTED	1.0	0.0	NONE	[21]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	o,?	DONG	0	MUTED	1.0	0.0	NONE	[21]	GK KANTILAN ROOT		1.0
UGAL	UGAL	o,?	DONG	0	MUTED	1.0	0.0	NONE	[21]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o,?	DONG	0	MUTED	1.0	0.0	NONE	[29]	GK GENDER ROOT		1.0
PEMADE	PEMADE_POLOS	o,	DONG	0	OPEN	1.0	0.0	NONE	[1]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	o,	DONG	0	OPEN	1.0	0.0	NONE	[1]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	o,	DONG	0	OPEN	1.0	0.0	NONE	[1]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	o,	DONG	0	OPEN	1.0	0.0	NONE	[1]	GK KANTILAN ROOT		1.0
UGAL	UGAL	o,	DONG	0	OPEN	1.0	0.0	NONE	[1]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o,	DONG	0	OPEN	1.0	0.0	NONE	[1]	GK GENDER ROOT		1.0
JEGOGAN	JEGOGAN	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[7]	GK JEGOGAN ROOT		1.0
CALUNG	CALUNG	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[7]	GK CALUNG ROOT		1.0
PENYACAH	PENYACAH	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[31]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[16]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[16]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[16]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[16]	GK KANTILAN ROOT		1.0
UGAL	UGAL	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[16]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[54]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[20]	GK GENDER ROOT		1.0
REYONG	REYONG_1	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[17]	GK REYONG ROOT		1.0
REYONG	REYONG_2	o/	DONG	1	ABBREVIATED	1.0	0.0	NONE	[17]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[6]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[6]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[6]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[6]	GK KANTILAN ROOT		1.0
UGAL	UGAL	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[6]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[43]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[6]	GK GENDER ROOT		1.0
REYONG	REYONG_1	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[5]	GK REYONG ROOT		1.0
REYONG	REYONG_2	O	DONG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[5]	GK REYONG ROOT		1.0
JEGOGAN	JEGOGAN	o?	DONG	1	MUTED	1.0	0.0	NONE	[12]	GK JEGOGAN ROOT		1.0
CALUNG	CALUNG	o?	DONG	1	MUTED	1.0	0.0	NONE	[12]	GK CALUNG ROOT		1.0
PENYACAH	PENYACAH	o?	DONG	1	MUTED	1.0	0.0	NONE	[38]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	o?	DONG	1	MUTED	1.0	0.0	NONE	[26]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	o?	DONG	1	MUTED	1.0	0.0	NONE	[26]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	o?	DONG	1	MUTED	1.0	0.0	NONE	[26]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	o?	DONG	1	MUTED	1.0	0.0	NONE	[26]	GK KANTILAN ROOT		1.0
UGAL	UGAL	o?	DONG	1	MUTED	1.0	0.0	NONE	[26]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	o?	DONG	1	MUTED	1.0	0.0	NONE	[65]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o?	DONG	1	MUTED	1.0	0.0	NONE	[34]	GK GENDER ROOT		1.0
REYONG	REYONG_1	o?	DONG	1	MUTED	1.0	0.0	NONE	[29]	GK REYONG ROOT		1.0
REYONG	REYONG_2	o?	DONG	1	MUTED	1.0	0.0	NONE	[29]	GK REYONG ROOT		1.0
JEGOGAN	JEGOGAN	o	DONG	1	OPEN	1.0	0.0	NONE	[2]	GK JEGOGAN ROOT		1.0
CALUNG	CALUNG	o	DONG	1	OPEN	1.0	0.0	NONE	[2]	GK CALUNG ROOT		1.0
PENYACAH	PENYACAH	o	DONG	1	OPEN	1.0	0.0	NONE	[24]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	o	DONG	1	OPEN	1.0	0.0	NONE	[6]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	o	DONG	1	OPEN	1.0	0.0	NONE	[6]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	o	DONG	1	OPEN	1.0	0.0	NONE	[6]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	o	DONG	1	OPEN	1.0	0.0	NONE	[6]	GK KANTILAN ROOT		1.0
UGAL	UGAL	o	DONG	1	OPEN	1.0	0.0	NONE	[6]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	o	DONG	1	OPEN	1.0	0.0	NONE	[43]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o	DONG	1	OPEN	1.0	0.0	NONE	[6]	GK GENDER ROOT		1.0
REYONG	REYONG_1	o	DONG	1	OPEN	1.0	0.0	NONE	[5]	GK REYONG ROOT		1.0
REYONG	REYONG_2	o	DONG	1	OPEN	1.0	0.0	NONE	[5]	GK REYONG ROOT		1.0
TROMPONG	TROMPONG	o</	DONG	2	ABBREVIATED	1.0	0.0	NONE	[59]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o</	DONG	2	ABBREVIATED	1.0	0.0	NONE	[25]	GK GENDER ROOT		1.0
REYONG	REYONG_3	o</	DONG	2	ABBREVIATED	1.0	0.0	NONE	[22]	GK REYONG ROOT		1.0
REYONG	REYONG_4	o</	DONG	2	ABBREVIATED	1.0	0.0	NONE	[22]	GK REYONG ROOT		1.0
TROMPONG	TROMPONG	o<	DONG	2	GRACE_NOTE	1.0	0.0	NONE	[48]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o<	DONG	2	GRACE_NOTE	1.0	0.0	NONE	[11]	GK GENDER ROOT		1.0
REYONG	REYONG_3	o<	DONG	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK REYONG ROOT		1.0
REYONG	REYONG_4	o<	DONG	2	GRACE_NOTE	1.0	0.0	NONE	[10]	GK REYONG ROOT		1.0
TROMPONG	TROMPONG	o<?	DONG	2	MUTED	1.0	0.0	NONE	[70]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o<?	DONG	2	MUTED	1.0	0.0	NONE	[39]	GK GENDER ROOT		1.0
REYONG	REYONG_3	o<?	DONG	2	MUTED	1.0	0.0	NONE	[34]	GK REYONG ROOT		1.0
REYONG	REYONG_4	o<?	DONG	2	MUTED	1.0	0.0	NONE	[34]	GK REYONG ROOT		1.0
TROMPONG	TROMPONG	o<	DONG	2	OPEN	1.0	0.0	NONE	[48]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	o<	DONG	2	OPEN	1.0	0.0	NONE	[11]	GK GENDER ROOT		1.0
REYONG	REYONG_3	o<	DONG	2	OPEN	1.0	0.0	NONE	[10]	GK REYONG ROOT		1.0
REYONG	REYONG_4	o<	DONG	2	OPEN	1.0	0.0	NONE	[10]	GK REYONG ROOT		1.0
PENYACAH	PENYACAH	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[28]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[13]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[13]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[13]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[13]	GK KANTILAN ROOT		1.0
UGAL	UGAL	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[13]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[17]	GK GENDER ROOT		1.0
REYONG	REYONG_1	u,/	DUNG	0	ABBREVIATED	1.0	0.0	NONE	[14]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	u,	DUNG	0	GRACE_NOTE	1.0	0.0	NONE	[3]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	u,	DUNG	0	GRACE_NOTE	1.0	0.0	NONE	[3]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	u,	DUNG	0	GRACE_NOTE	1.0	0.0	NONE	[3]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	u,	DUNG	0	GRACE_NOTE	1.0	0.0	NONE	[3]	GK KANTILAN ROOT		1.0
UGAL	UGAL	u,	DUNG	0	GRACE_NOTE	1.0	0.0	NONE	[3]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u,	DUNG	0	GRACE_NOTE	1.0	0.0	NONE	[3]	GK GENDER ROOT		1.0
REYONG	REYONG_1	u,	DUNG	0	GRACE_NOTE	1.0	0.0	NONE	[2]	GK REYONG ROOT		1.0
PENYACAH	PENYACAH	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[35]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[23]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[23]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[23]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[23]	GK KANTILAN ROOT		1.0
UGAL	UGAL	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[23]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[31]	GK GENDER ROOT		1.0
REYONG	REYONG_1	u,?	DUNG	0	MUTED	1.0	0.0	NONE	[26]	GK REYONG ROOT		1.0
PENYACAH	PENYACAH	u,	DUNG	0	OPEN	1.0	0.0	NONE	[21]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	u,	DUNG	0	OPEN	1.0	0.0	NONE	[3]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	u,	DUNG	0	OPEN	1.0	0.0	NONE	[3]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	u,	DUNG	0	OPEN	1.0	0.0	NONE	[3]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	u,	DUNG	0	OPEN	1.0	0.0	NONE	[3]	GK KANTILAN ROOT		1.0
UGAL	UGAL	u,	DUNG	0	OPEN	1.0	0.0	NONE	[3]	GK UGAL ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u,	DUNG	0	OPEN	1.0	0.0	NONE	[3]	GK GENDER ROOT		1.0
REYONG	REYONG_1	u,	DUNG	0	OPEN	1.0	0.0	NONE	[2]	GK REYONG ROOT		1.0
JEGOGAN	JEGOGAN	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[9]	GK JEGOGAN ROOT		1.0
CALUNG	CALUNG	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[9]	GK CALUNG ROOT		1.0
PENYACAH	PENYACAH	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[33]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[18]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[18]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[18]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[18]	GK KANTILAN ROOT		1.0
UGAL	UGAL	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[18]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[56]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[22]	GK GENDER ROOT		1.0
REYONG	REYONG_2	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[19]	GK REYONG ROOT		1.0
REYONG	REYONG_3	u/	DUNG	1	ABBREVIATED	1.0	0.0	NONE	[19]	GK REYONG ROOT		1.0
PEMADE	PEMADE_POLOS	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[8]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[8]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[8]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[8]	GK KANTILAN ROOT		1.0
UGAL	UGAL	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[8]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[45]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[8]	GK GENDER ROOT		1.0
REYONG	REYONG_2	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[7]	GK REYONG ROOT		1.0
REYONG	REYONG_3	U	DUNG	1	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[7]	GK REYONG ROOT		1.0
JEGOGAN	JEGOGAN	u?	DUNG	1	MUTED	1.0	0.0	NONE	[14]	GK JEGOGAN ROOT		1.0
CALUNG	CALUNG	u?	DUNG	1	MUTED	1.0	0.0	NONE	[14]	GK CALUNG ROOT		1.0
PENYACAH	PENYACAH	u?	DUNG	1	MUTED	1.0	0.0	NONE	[40]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	u?	DUNG	1	MUTED	1.0	0.0	NONE	[28]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	u?	DUNG	1	MUTED	1.0	0.0	NONE	[28]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	u?	DUNG	1	MUTED	1.0	0.0	NONE	[28]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	u?	DUNG	1	MUTED	1.0	0.0	NONE	[28]	GK KANTILAN ROOT		1.0
UGAL	UGAL	u?	DUNG	1	MUTED	1.0	0.0	NONE	[28]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	u?	DUNG	1	MUTED	1.0	0.0	NONE	[67]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u?	DUNG	1	MUTED	1.0	0.0	NONE	[36]	GK GENDER ROOT		1.0
REYONG	REYONG_2	u?	DUNG	1	MUTED	1.0	0.0	NONE	[31]	GK REYONG ROOT		1.0
REYONG	REYONG_3	u?	DUNG	1	MUTED	1.0	0.0	NONE	[31]	GK REYONG ROOT		1.0
JEGOGAN	JEGOGAN	u	DUNG	1	OPEN	1.0	0.0	NONE	[4]	GK JEGOGAN ROOT	GK JEGOGAN DUNG1.wav	1.0
CALUNG	CALUNG	u	DUNG	1	OPEN	1.0	0.0	NONE	[4]	GK CALUNG ROOT		1.0
PENYACAH	PENYACAH	u	DUNG	1	OPEN	1.0	0.0	NONE	[26]	GK PENYACAH ROOT		1.0
PEMADE	PEMADE_POLOS	u	DUNG	1	OPEN	1.0	0.0	NONE	[8]	GK PEMADE ROOT		1.0
PEMADE	PEMADE_SANGSIH	u	DUNG	1	OPEN	1.0	0.0	NONE	[8]	GK PEMADE ROOT		1.0
KANTILAN	KANTILAN_POLOS	u	DUNG	1	OPEN	1.0	0.0	NONE	[8]	GK KANTILAN ROOT		1.0
KANTILAN	KANTILAN_SANGSIH	u	DUNG	1	OPEN	1.0	0.0	NONE	[8]	GK KANTILAN ROOT		1.0
UGAL	UGAL	u	DUNG	1	OPEN	1.0	0.0	NONE	[8]	GK UGAL ROOT		1.0
TROMPONG	TROMPONG	u	DUNG	1	OPEN	1.0	0.0	NONE	[45]	GK TROMPONG ROOT	GK TROMPONG DUNG2.wav	1.0
GENDERRAMBAT	GENDERRAMBAT	u	DUNG	1	OPEN	1.0	0.0	NONE	[8]	GK GENDER ROOT		1.0
REYONG	REYONG_2	u	DUNG	1	OPEN	1.0	0.0	NONE	[7]	GK REYONG ROOT		1.0
REYONG	REYONG_3	u	DUNG	1	OPEN	1.0	0.0	NONE	[7]	GK REYONG ROOT		1.0
TROMPONG	TROMPONG	u</	DUNG	2	ABBREVIATED	1.0	0.0	NONE	[61]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u</	DUNG	2	ABBREVIATED	1.0	0.0	NONE	[27]	GK GENDER ROOT		1.0
REYONG	REYONG_4	u</	DUNG	2	ABBREVIATED	1.0	0.0	NONE	[24]	GK REYONG ROOT		1.0
TROMPONG	TROMPONG	u<	DUNG	2	GRACE_NOTE	1.0	0.0	NONE	[50]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u<	DUNG	2	GRACE_NOTE	1.0	0.0	NONE	[13]	GK GENDER ROOT		1.0
REYONG	REYONG_4	u<	DUNG	2	GRACE_NOTE	1.0	0.0	NONE	[12]	GK REYONG ROOT		1.0
